"","y_cm","Es_keV","contents","PrReach","uPrReach","PrDet","uPrDet"
"280",-1500,1850,"m",7.9335007765e-06,3.65598998259219e-08,5.17658362150001e-06,3.015952976583e-08
"281",0,1900,"m",0.01816049,9.49159865615118e-06,0.0134030525,8.43126106379943e-06
"282",-250,1900,"m",0.003074395,3.92411521814214e-06,0.0021607075,3.38852230164745e-06
"283",-500,1900,"m",0.00020196,1.00966298374247e-06,0.0001364325,8.51308642504989e-07
"284",-750,1900,"m",5.8255e-05,5.43309562290459e-07,3.8435e-05,4.50753866600998e-07
"285",-1000,1900,"m",2.72050000000001e-05,3.71634654515695e-07,1.755e-05,3.05284521231834e-07
"286",-1250,1900,"m",1.3735e-05,2.64146078731542e-07,9.13500000000005e-06,2.2039357875401e-07
"287",-1500,1900,"m",8.20699823150001e-06,3.71661517512884e-08,5.365250165e-06,3.06861481320378e-08
"288",0,1950,"m",0.01841078,9.57075219666495e-06,0.0136064125,8.52207665506464e-06
"289",-250,1950,"m",0.003136365,3.96770578521153e-06,0.002209635,3.42740295003644e-06
"290",-500,1950,"m",0.000209525,1.02801723698669e-06,0.0001419525,8.69895398545064e-07
"291",-750,1950,"m",5.8965e-05,5.45797034447101e-07,3.913e-05,4.55753693105442e-07
"292",-1000,1950,"m",2.802e-05,3.76742202276305e-07,1.831e-05,3.11912140082748e-07
"293",-1250,1950,"m",1.413e-05,2.67965488542835e-07,9.31500000000005e-06,2.21981509634248e-07
"294",-1500,1950,"m",8.36100024000001e-06,3.75208316386955e-08,5.472499307e-06,3.10397743800707e-08
"295",0,2000,"m",0.01865463,9.65557159407273e-06,0.0138051375,8.61540316445927e-06
"296",-250,2000,"m",0.00320503,4.00970367099051e-06,0.00226013,3.46698427160298e-06
"297",-500,2000,"m",0.000216625,1.04533488796593e-06,0.000147095,8.88770068083557e-07
"298",-750,2000,"m",6.0385e-05,5.52094836229021e-07,4.005e-05,4.60107006330049e-07
"299",-1000,2000,"m",2.82950000000001e-05,3.78247003619659e-07,1.853e-05,3.12797852005493e-07
"300",-1250,2000,"m",1.447e-05,2.70655856184565e-07,9.52000000000005e-06,2.26056292388091e-07
"301",-1500,2000,"m",8.57466746499999e-06,3.80128371871447e-08,5.6269174235e-06,3.1478821562927e-08
"302",0,140,"f",0.00012305,8.21110631598599e-07,8.3675e-05,6.47475252309886e-07
"303",-250,140,"f",2.555e-06,1.21964658412796e-07,1.585e-06,8.93024948167743e-08
"304",-500,140,"f",1.455e-07,9.15111255667856e-09,1e-07,7.07140695724691e-09
"305",-750,140,"f",9.95e-08,7.4662147680401e-09,6.55e-08,5.7228578612438e-09
"306",-1000,140,"f",6.11666515e-08,3.34575307950822e-09,4.2666682e-08,2.66675827232932e-09
"307",-1250,140,"f",4.16667015e-08,2.81852952995611e-09,2.86666635e-08,2.18594319181504e-09
"308",-1500,140,"f",2.5e-08,2.42484437917158e-09,1.56e-08,1.7663972884943e-09
"309",0,200,"f",0.00030546,1.28166646615842e-06,0.000204385,1.01368183720658e-06
"310",-250,200,"f",7.67e-06,2.05170923282881e-07,4.785e-06,1.5580802256142e-07
"311",-500,200,"f",3.815e-07,1.44122800409061e-08,2.57e-07,1.1422735352467e-08
"312",-750,200,"f",2.22e-07,1.10905516623385e-08,1.555e-07,8.81753303608782e-09
"313",-1000,200,"f",1.52499968e-07,5.22527560571641e-09,1.05000013e-07,4.1902002811715e-09
"314",-1250,200,"f",9.96666815e-08,4.27511009922992e-09,6.7833295e-08,3.37059412203514e-09
"315",-1500,200,"f",6.38e-08,3.78961257951258e-09,4.28e-08,2.92581680178373e-09
"316",0,250,"f",0.00049203,1.61848858735998e-06,0.000327975,1.2847172695642e-06
"317",-250,250,"f",1.366e-05,2.73417994030203e-07,8.37e-06,2.06147483352332e-07
"318",-500,250,"f",7.68e-07,2.0405974564573e-08,4.97e-07,1.58600908038069e-08
"319",-750,250,"f",4.405e-07,1.53201331444932e-08,2.945e-07,1.21765314028667e-08
"320",-1000,250,"f",2.64166701e-07,6.96940964634246e-09,1.81166633e-07,5.51554372735053e-09
"321",-1250,250,"f",1.73833348e-07,5.64469564942851e-09,1.14500013e-07,4.38759743896286e-09
"322",-1500,250,"f",1.138e-07,5.05523645714026e-09,7.6e-08,3.89858529264142e-09
"323",0,300,"f",0.000709565,1.9386007657059e-06,0.00047124,1.54061203947084e-06
"324",-250,300,"f",2.1425e-05,3.41030182042587e-07,1.3485e-05,2.61807238904886e-07
"325",-500,300,"f",1.266e-06,2.60480168164008e-08,8.27e-07,2.04542839850849e-08
"326",-750,300,"f",7.17e-07,1.95200312243603e-08,4.8e-07,1.55720070358641e-08
"327",-1000,300,"f",4.165000445e-07,8.61629406850064e-09,2.77499978e-07,6.83383679423885e-09
"328",-1250,300,"f",2.609999585e-07,6.88811335609461e-09,1.72499945e-07,5.37246296050246e-09
"329",-1500,300,"f",1.552e-07,5.8378620405419e-09,1.02e-07,4.55217185128154e-09
"330",0,350,"f",0.000937875,2.2234698817818e-06,0.000621185,1.77105601689225e-06
"331",-250,350,"f",3.2e-05,4.12842073097874e-07,2.0085e-05,3.19661824281537e-07
"332",-500,350,"f",1.8405e-06,3.13326894301303e-08,1.1985e-06,2.4601390987808e-08
"333",-750,350,"f",9.215e-07,2.22227123337252e-08,6.13e-07,1.75787337450682e-08
"334",-1000,350,"f",5.62000078e-07,1.00167642483029e-08,3.741665795e-07,7.93906573534449e-09
"335",-1250,350,"f",3.49666658e-07,7.89440169943774e-09,2.33333314e-07,6.26756068087564e-09
"336",-1500,350,"f",2.224e-07,6.98478232685887e-09,1.444e-07,5.38858708330857e-09
"337",0,400,"f",0.001184925,2.49368250083892e-06,0.00078444,1.99244525002966e-06
"338",-250,400,"f",4.304e-05,4.78629865409326e-07,2.7095e-05,3.70310160082734e-07
"339",-500,400,"f",2.3995e-06,3.57697487132633e-08,1.564e-06,2.82213922509149e-08
"340",-750,400,"f",1.2685e-06,2.58425500385024e-08,8.475e-07,2.07179485481792e-08
"341",-1000,400,"f",7.20000208e-07,1.12758406052948e-08,4.828333485e-07,9.0106834038331e-09
"342",-1250,400,"f",4.454999415e-07,8.93108809520772e-09,2.90500043e-07,6.99422729601463e-09
"343",-1500,400,"f",2.772e-07,7.72028669812203e-09,1.8e-07,6.02031823295081e-09
"344",0,450,"f",0.001443405,2.74786612981673e-06,0.00095577,2.20076838891897e-06
"345",-250,450,"f",5.4325e-05,5.36955339446634e-07,3.3745e-05,4.14782022167065e-07
"346",-500,450,"f",3.1375e-06,4.07801213212393e-08,2.0245e-06,3.20272602360473e-08
"347",-750,450,"f",1.4985e-06,2.81481536597429e-08,1.0155e-06,2.27097968049034e-08
"348",-1000,450,"f",9.218332485e-07,1.27760288205751e-08,6.04333452e-07,1.00677092021946e-08
"349",-1250,450,"f",5.31333336e-07,9.74436748184825e-09,3.50166729e-07,7.69675921452639e-09
"350",-1500,450,"f",3.37e-07,8.51077827961697e-09,2.206e-07,6.6659115769413e-09
"351",0,500,"f",0.001709778,1.49518758278429e-06,0.00113196125,1.19792410399146e-06
"352",-250,500,"f",6.857375e-05,3.01203931275753e-07,4.29675e-05,2.34105633580729e-07
"353",-500,500,"f",4.041e-06,4.62268846460044e-08,2.578e-06,3.61284310884793e-08
"354",-750,500,"f",1.876e-06,3.13503498060628e-08,1.247e-06,2.51254426822196e-08
"355",-1000,500,"f",1.0700000175e-06,1.37390018963203e-08,7.03000003e-07,1.0889776992524e-08
"356",-1250,500,"f",6.75166763e-07,1.09227125587324e-08,4.40499996e-07,8.62918769137157e-09
"357",-1500,500,"f",4.01e-07,9.24524878391058e-09,2.608e-07,7.24909072634631e-09
"358",0,511,"f",0.001769638,1.51544054064575e-06,0.00117185275,1.21633717265174e-06
"359",-250,511,"f",7.161875e-05,3.07694362999836e-07,4.485125e-05,2.389831629135e-07
"360",-500,511,"f",4.2195e-06,4.71980190684683e-08,2.6925e-06,3.69368936231784e-08
"361",-750,511,"f",1.97e-06,3.21390560017325e-08,1.302e-06,2.56511847936406e-08
"362",-1000,511,"f",1.110666972e-06,1.39836678146482e-08,7.320000035e-07,1.11381121745228e-08
"363",-1250,511,"f",6.9033326e-07,1.10669755778084e-08,4.48999992e-07,8.71769404741394e-09
"364",-1500,511,"f",4.212e-07,9.52858376020277e-09,2.766e-07,7.4954718953779e-09
"365",0,550,"f",0.00198197275,1.60779936661494e-06,0.001313827,1.29023560696251e-06
"366",-250,550,"f",8.4355e-05,3.33578667545135e-07,5.274125e-05,2.59538693931385e-07
"367",-500,550,"f",4.936e-06,5.09140397235134e-08,3.1425e-06,3.997716026924e-08
"368",-750,550,"f",2.2355e-06,3.43149531590457e-08,1.469e-06,2.73481491451433e-08
"369",-1000,550,"f",1.3071665645e-06,1.51737179298591e-08,8.559998445e-07,1.20438571809778e-08
"370",-1250,550,"f",7.791671455e-07,1.17425460081828e-08,5.066667e-07,9.26408377302842e-09
"371",-1500,550,"f",4.838e-07,1.02073538153039e-08,3.192e-07,8.08416589181593e-09
"372",0,600,"f",0.00225519525,1.70983601768505e-06,0.00149707675,1.37959256603899e-06
"373",-250,600,"f",0.0001008725,3.6426168193036e-07,6.312875e-05,2.84096792769455e-07
"374",-500,600,"f",5.6e-06,1.71757074934339e-07,3.56e-06,1.36013563490925e-07
"375",-750,600,"f",2.63e-06,1.18746400595976e-07,1.685e-06,9.36757976227051e-08
"376",-1000,600,"f",1.441667195e-06,5.01933036888527e-08,9.51666555e-07,4.0103829479282e-08
"377",-1250,600,"f",9.78333455e-07,4.13309409415454e-08,6.2499986e-07,3.25327994114019e-08
"378",-1500,600,"f",5.588e-07,1.08514051874032e-08,3.7e-07,8.71363861258889e-09
"379",0,650,"f",0.00252746075,1.81041656573452e-06,0.001680932,1.46210614650808e-06
"380",-250,650,"f",0.00011786625,3.9315015902958e-07,7.390875e-05,3.07831919332689e-07
"381",-500,650,"f",6.475e-06,1.8430558617348e-07,4.14e-06,1.45594282756913e-07
"382",-750,650,"f",3.1e-06,1.27079908712983e-07,2e-06,1.00501329268572e-07
"383",-1000,650,"f",1.62666643e-06,5.34371059111803e-08,1.086666815e-06,4.29501527463923e-08
"384",-1250,650,"f",1.059999745e-06,4.29466051453881e-08,6.73333115e-07,3.41568348397703e-08
"385",-1500,650,"f",6.446e-07,1.16709414703356e-08,4.206e-07,9.2449661256275e-09
"386",0,661.6,"f",0.002593365,1.83695871985529e-06,0.001725389,1.48351124970159e-06
"387",-250,661.6,"f",0.00012235875,4.00483846591961e-07,7.6755e-05,3.14022451533898e-07
"388",-500,661.6,"f",7.03e-06,1.91448691467845e-07,4.47e-06,1.51992420090608e-07
"389",-750,661.6,"f",3.1e-06,1.28450673359465e-07,1.995e-06,1.0037145346412e-07
"390",-1000,661.6,"f",1.7100006e-06,5.46681655626965e-08,1.15166647e-06,4.41918702325754e-08
"391",-1250,661.6,"f",1.06833289e-06,4.31745844658934e-08,6.98333525e-07,3.47614380973453e-08
"392",-1500,661.6,"f",6.572e-07,1.18322759257549e-08,4.306e-07,9.35694959334504e-09
"393",0,700,"f",0.00280862,1.91155667808219e-06,0.0018710295,1.54088117342961e-06
"394",-250,700,"f",0.00013749,4.24079944668289e-07,8.6274375e-05,3.32705507273354e-07
"395",-500,700,"f",7.72e-06,2.00131585886011e-07,4.995e-06,1.59927583146248e-07
"396",-750,700,"f",3.45e-06,1.35092111987525e-07,2.255e-06,1.06418137874847e-07
"397",-1000,700,"f",1.86666611e-06,5.71047168786347e-08,1.238333515e-06,4.6399782560622e-08
"398",-1250,700,"f",1.04833246e-06,4.29803987093641e-08,7.0333307e-07,3.49599028192682e-08
"399",-1500,700,"f",7.23e-07,1.23972592774694e-08,4.632e-07,9.70737903988507e-09
"400",0,750,"f",0.00308577675,2.00352871003139e-06,0.00205953525,1.62203376249387e-06
"401",-250,750,"f",0.0001569925,4.5250259695346e-07,9.8815625e-05,3.56005553317932e-07
"402",-500,750,"f",8.845e-06,2.13699335192578e-07,5.595e-06,1.69029102596269e-07
"403",-750,750,"f",3.85e-06,1.42296886641978e-07,2.615e-06,1.15003294863669e-07
"404",-1000,750,"f",2.091666185e-06,6.06642108465366e-08,1.4066671e-06,4.91610360569395e-08
"405",-1250,750,"f",1.27666662e-06,4.71413528858756e-08,8.4333307e-07,3.80768533655725e-08
"406",-1500,750,"f",7.722e-07,1.27651615685349e-08,5.072e-07,1.01821374777794e-08
"407",0,800,"f",0.003358884,2.08807051354312e-06,0.00224676475,1.69831021587798e-06
"408",-250,800,"f",0.00017766125,4.81000766417383e-07,0.00011230625,3.80093688248351e-07
"409",-500,800,"f",9.88500000000001e-06,2.24996647954475e-07,6.35e-06,1.80145367525091e-07
"410",-750,800,"f",4.23e-06,1.47984652402707e-07,2.805e-06,1.1968444300848e-07
"411",-1000,800,"f",2.33333291e-06,6.35525415800269e-08,1.515000105e-06,5.0689987477751e-08
"412",-1250,800,"f",1.34999989e-06,4.85894556488574e-08,8.8666694e-07,3.86588454918408e-08
"413",-1500,800,"f",8.448e-07,1.33441265169362e-08,5.45e-07,1.05286704478961e-08
"414",0,850,"f",0.00363766775,2.16607266422921e-06,0.002438482,1.75823481267416e-06
"415",-250,850,"f",0.0001996275,5.09438986139656e-07,0.00012643625,4.03309591806732e-07
"416",-500,850,"f",1.1025e-05,2.39413708481783e-07,7.015e-06,1.89267399749666e-07
"417",-750,850,"f",4.755e-06,1.57072956890262e-07,3.07e-06,1.24700724396452e-07
"418",-1000,850,"f",2.480001025e-06,6.56203151478485e-08,1.606666935e-06,5.20171061367787e-08
"419",-1250,850,"f",1.55166571e-06,5.19897108125258e-08,1.00333321e-06,4.15665377140658e-08
"420",-1500,850,"f",9.122e-07,1.38829542249623e-08,5.816e-07,1.08811638268523e-08
"421",0,900,"f",0.00391175725,2.23727934066007e-06,0.00262745315,1.83030589154641e-06
"422",-250,900,"f",0.00022218,5.36800902336952e-07,0.00014118625,4.26151852583274e-07
"423",-500,900,"f",1.229e-05,2.51097909353105e-07,7.96500000000001e-06,2.01440012614798e-07
"424",-750,900,"f",5.195e-06,1.6393163708159e-07,3.355e-06,1.30674449873531e-07
"425",-1000,900,"f",2.57833266e-06,6.6729471749467e-08,1.71999861e-06,5.40078144914931e-08
"426",-1250,900,"f",1.76333323e-06,5.5830874277028e-08,1.12000027e-06,4.35891404474195e-08
"427",-1500,900,"f",1.0122e-06,1.46002513078919e-08,6.524e-07,1.15589326805722e-08
"428",0,950,"f",0.0041858955,2.32114802380155e-06,0.00281728775,1.89619144423076e-06
"429",-250,950,"f",0.00024575875,5.64430177403739e-07,0.00015642375,4.48720119446044e-07
"430",-500,950,"f",1.3805e-05,2.66808140664786e-07,9.01000000000002e-06,2.15418205698242e-07
"431",-750,950,"f",5.67e-06,1.72032810572577e-07,3.7e-06,1.37292666644107e-07
"432",-1000,950,"f",2.94000045e-06,7.16471132209634e-08,1.91833329e-06,5.70355294189677e-08
"433",-1250,950,"f",1.853334005e-06,5.69106593150367e-08,1.218333315e-06,4.56732428952597e-08
"434",-1500,950,"f",1.0778e-06,1.5058049245636e-08,6.876e-07,1.18416073268792e-08
"435",0,1000,"f",0.00445158375,2.38670230217076e-06,0.003002949,1.95690241384606e-06
"436",-250,1000,"f",0.000270335,5.91269472871335e-07,0.000172205,4.70859892370099e-07
"437",-500,1000,"f",1.499e-05,2.78107913049054e-07,9.73000000000001e-06,2.2549968439224e-07
"438",-750,1000,"f",6.165e-06,1.79511845567361e-07,3.96e-06,1.42828239474027e-07
"439",-1000,1000,"f",3.2166679e-06,7.48365824462438e-08,2.12333377e-06,6.02748673905535e-08
"440",-1250,1000,"f",1.963332675e-06,5.83516454534498e-08,1.271666765e-06,4.64593884308611e-08
"441",-1500,1000,"f",1.140166621e-06,1.41146515660303e-08,7.321668225e-07,1.11613817470034e-08
"442",0,1022,"f",0.00457224675,2.4261811942064e-06,0.00308737125,1.98857766499444e-06
"443",-250,1022,"f",0.00028196375,6.04185851770199e-07,0.00017982375,4.81275371289335e-07
"444",-500,1022,"f",1.535e-05,2.81957020892813e-07,1.0015e-05,2.29070256220117e-07
"445",-750,1022,"f",6.37e-06,1.81531834823124e-07,4.135e-06,1.45170131708454e-07
"446",-1000,1022,"f",3.361667815e-06,7.62529857639081e-08,2.19333369e-06,6.10131530307935e-08
"447",-1250,1022,"f",2.08500013e-06,6.03945157981717e-08,1.351666845e-06,4.78703399441178e-08
"448",-1500,1022,"f",1.1879997335e-06,1.44249983945085e-08,7.61000101e-07,1.13810633213223e-08
"449",0,1050,"f",0.0047258245,2.46865628172254e-06,0.00319550475,2.03290680099744e-06
"450",-250,1050,"f",0.00029604,6.1853044806569e-07,0.00018916375,4.93940332748757e-07
"451",-500,1050,"f",1.6275e-05,2.90026911742686e-07,1.068e-05,2.3645124330557e-07
"452",-750,1050,"f",6.67e-06,1.86131982638664e-07,4.34e-06,1.48323391345566e-07
"453",-1000,1050,"f",3.38499979e-06,7.6542054547807e-08,2.2166672e-06,6.14203309481111e-08
"454",-1250,1050,"f",2.194999525e-06,6.19365867105336e-08,1.4166674e-06,4.92146320270685e-08
"455",-1500,1050,"f",1.248334053e-06,1.4746621937767e-08,8.0649999e-07,1.16851509806489e-08
"456",0,1100,"f",0.00499741125,2.53103507543552e-06,0.003385567,2.08932072379884e-06
"457",-250,1100,"f",0.00032134,6.44368008581895e-07,0.0002058375,5.15408910455693e-07
"458",-500,1100,"f",1.7475e-05,2.9979858713101e-07,1.1385e-05,2.42015420303645e-07
"459",-750,1100,"f",7.135e-06,1.92152905340382e-07,4.695e-06,1.56134281770532e-07
"460",-1000,1100,"f",3.81166519e-06,8.11535617626633e-08,2.479999845e-06,6.51047593841555e-08
"461",-1250,1100,"f",2.16166652e-06,6.10738213069643e-08,1.438333525e-06,4.95268203154425e-08
"462",-1500,1100,"f",1.327333276e-06,1.51814918046357e-08,8.60833335e-07,1.21270189107959e-08
"463",0,1150,"f",0.0052652235,2.60018641222547e-06,0.00357385875,2.14292383957565e-06
"464",-250,1150,"f",0.00034694375,6.68999410797246e-07,0.000223149375,5.37047919104455e-07
"465",-500,1150,"f",1.8535e-05,3.0908702919e-07,1.20125e-05,2.49031686793569e-07
"466",-750,1150,"f",7.75500000000001e-06,1.99693991288546e-07,5.03e-06,1.60154253589313e-07
"467",-1000,1150,"f",4.063333135e-06,8.36677593253905e-08,2.638333375e-06,6.7060090132016e-08
"468",-1250,1150,"f",2.286667135e-06,6.3422179640648e-08,1.491666365e-06,5.02507166883595e-08
"469",-1500,1150,"f",1.383333496e-06,1.55072559086821e-08,8.953337745e-07,1.23823049585613e-08
"470",0,1173,"f",0.005385451,2.63412129397203e-06,0.00365906475,2.16927362042743e-06
"471",-250,1173,"f",0.00035960125,6.81136017652346e-07,0.000231825625,5.47649688086327e-07
"472",-500,1173,"f",1.872e-05,3.10468358157075e-07,1.21175e-05,2.50712896698096e-07
"473",-750,1173,"f",7.83000000000001e-06,2.00248225961555e-07,5.065e-06,1.61013237369634e-07
"474",-1000,1173,"f",4.26333273e-06,8.56347990635587e-08,2.73499969e-06,6.82135644904241e-08
"475",-1250,1173,"f",2.258332985e-06,6.25157414240359e-08,1.47999943e-06,5.00558490550587e-08
"476",-1500,1173,"f",1.4315002585e-06,1.57783741592975e-08,9.28833547e-07,1.25812145387146e-08
"477",0,1200,"f",0.00552514725,2.66200642742594e-06,0.003758638,2.19388136241591e-06
"478",-250,1200,"f",0.00037455375,6.94970608004475e-07,0.000241712475,5.59344585680729e-07
"479",-500,1200,"f",1.967e-05,3.18581822412234e-07,1.28975e-05,2.59522216456029e-07
"480",-750,1200,"f",8.02500000000002e-06,2.03165529989711e-07,5.215e-06,1.633185411596e-07
"481",-1000,1200,"f",4.465e-06,1.51409727120651e-07,2.835e-06,1.19892183821549e-07
"482",-1250,1200,"f",2.425e-06,1.13029579399598e-07,1.61e-06,9.02789323735056e-08
"483",-1500,1200,"f",1.4886666555e-06,1.6093496407585e-08,9.590001205e-07,1.28086387316382e-08
"484",0,1250,"f",0.0057850185,2.71956692196101e-06,0.0039434922,2.25886388441757e-06
"485",-250,1250,"f",0.00040202875,7.19650464825156e-07,0.000260015675,5.80074096909597e-07
"486",-500,1250,"f",2.127e-05,3.30939625187511e-07,1.39425e-05,2.68838831022418e-07
"487",-750,1250,"f",8.61500000000001e-06,2.10297939506667e-07,5.57e-06,1.68670927474921e-07
"488",-1000,1250,"f",4.51e-06,1.51654371059656e-07,2.87e-06,1.20205464075058e-07
"489",-1250,1250,"f",2.565e-06,1.17155570669943e-07,1.625e-06,9.15173934383514e-08
"490",-1500,1250,"f",1.57583357e-06,1.6552669011152e-08,1.0128328275e-06,1.31899773408111e-08
"491",0,1300,"f",0.00604476150000001,2.78508375763069e-06,0.004129719,2.30476344428748e-06
"492",-250,1300,"f",0.00043016125,7.43405289124216e-07,0.000279006325,6.01203642110792e-07
"493",-500,1300,"f",2.2515e-05,3.40912874078554e-07,1.4735e-05,2.7536177860453e-07
"494",-750,1300,"f",9.09500000000002e-06,2.15576360730368e-07,5.9e-06,1.73627359647033e-07
"495",-1000,1300,"f",4.51e-06,1.52639310365155e-07,2.885e-06,1.20521226301635e-07
"496",-1250,1300,"f",2.68e-06,1.19794986375683e-07,1.745e-06,9.50042575756476e-08
"497",-1500,1300,"f",1.600165924e-06,1.66885449337479e-08,1.030000259e-06,1.32449198796302e-08
"498",0,1332,"f",0.006203155,5.63591250993848e-06,0.0042430375,4.68532894098206e-06
"499",-250,1332,"f",0.000449305,1.52085612336112e-06,0.0002920375,1.23192925532671e-06
"500",-500,1332,"f",2.3795e-05,3.50138546013931e-07,1.545e-05,2.82460153086679e-07
"501",-750,1332,"f",9.32000000000002e-06,2.18061953091891e-07,6.055e-06,1.76435007193159e-07
"502",-1000,1332,"f",4.95e-06,1.59836818898213e-07,3.175e-06,1.26980207493136e-07
"503",-1250,1332,"f",2.555e-06,1.16723240225544e-07,1.68e-06,9.30063151068249e-08
"504",-1500,1332,"f",1.6555004315e-06,1.69711082136343e-08,1.0696667305e-06,1.35186280689167e-08
"505",0,1350,"f",0.00629197,5.679763411748e-06,0.004309225,4.71805384063609e-06
"506",-250,1350,"f",0.000459505,1.53707364869132e-06,0.0002989275,1.24665480714821e-06
"507",-500,1350,"f",2.3885e-05,3.50368811251087e-07,1.5515e-05,2.83695241631755e-07
"508",-750,1350,"f",9.33500000000001e-06,2.18226393357334e-07,6.07e-06,1.76627854080267e-07
"509",-1000,1350,"f",4.86e-06,1.58417935488694e-07,3.12e-06,1.2608964572676e-07
"510",-1250,1350,"f",2.82e-06,1.22271300406105e-07,1.83e-06,9.72122932336749e-08
"511",-1500,1350,"f",1.68966632e-06,1.71486979946592e-08,1.0883326015e-06,1.36338231027742e-08
"512",0,1400,"f",0.0065437,5.78811804051118e-06,0.00449032,4.81122984002191e-06
"513",-250,1400,"f",0.000487725,1.58348479183169e-06,0.000318575,1.28850040681244e-06
"514",-500,1400,"f",2.561e-05,3.6177797209511e-07,1.6525e-05,2.92757961095851e-07
"515",-750,1400,"f",1.01e-05,2.27172030409776e-07,6.56e-06,1.83568153499593e-07
"516",-1000,1400,"f",5.08e-06,1.61704295125392e-07,3.265e-06,1.29518551517726e-07
"517",-1250,1400,"f",3.125e-06,1.28352620248867e-07,1.97e-06,1.00500730136651e-07
"518",-1500,1400,"f",1.7384999445e-06,1.73664024780407e-08,1.1296668575e-06,1.39052454260567e-08
"519",0,1450,"f",0.00679018,5.89875044994565e-06,0.0046692675,4.91702298620632e-06
"520",-250,1450,"f",0.00051998,1.63516151867254e-06,0.00034033,1.33204995767726e-06
"521",-500,1450,"f",2.659e-05,3.69561776205278e-07,1.7265e-05,3.00121694085916e-07
"522",-750,1450,"f",1.0315e-05,2.29849667228386e-07,6.79e-06,1.86404105994208e-07
"523",-1000,1450,"f",5.23e-06,1.63860315539639e-07,3.36e-06,1.31910491588046e-07
"524",-1250,1450,"f",2.97e-06,1.24094958483413e-07,1.925e-06,9.86169582602303e-08
"525",-1500,1450,"f",1.842334269e-06,1.78901395567401e-08,1.190999959e-06,1.42950420598363e-08
"526",0,1500,"f",0.00703351,5.99545074010506e-06,0.0048471225,5.01035415629505e-06
"527",-250,1500,"f",0.000551555,1.68366994765579e-06,0.0003609425,1.37040358497853e-06
"528",-500,1500,"f",2.855e-05,3.82314559338577e-07,1.8565e-05,3.11249627664838e-07
"529",-750,1500,"f",1.1105e-05,2.37861846894368e-07,7.315e-06,1.94483051627899e-07
"530",-1000,1500,"f",5.5e-06,1.68085528151593e-07,3.66e-06,1.3729704272671e-07
"531",-1250,1500,"f",3.185e-06,1.29133471280687e-07,2e-06,1.00251829631683e-07
"532",-1500,1500,"f",1.9253337835e-06,1.82676836046256e-08,1.2409996575e-06,1.45789137975099e-08
"533",0,1550,"f",0.00729041,6.10647207151834e-06,0.0050297575,5.11144664283032e-06
"534",-250,1550,"f",0.0005817,1.72804495478402e-06,0.00038119,1.40864451403628e-06
"535",-500,1550,"f",3.0205e-05,3.94436318909022e-07,1.94500000000001e-05,3.17506846058475e-07
"536",-750,1550,"f",1.0905e-05,2.36471955831976e-07,7.125e-06,1.91387519122199e-07
"537",-1000,1550,"f",5.805e-06,1.73852643010539e-07,3.84e-06,1.42478409686345e-07
"538",-1250,1550,"f",3.265e-06,1.30864445056707e-07,2.14e-06,1.0488118845508e-07
"539",-1500,1550,"f",1.969166775e-06,1.8474863054757e-08,1.2786670825e-06,1.47965629512643e-08
"540",0,1600,"f",0.00752609,6.20978690470565e-06,0.005203745,5.20059120530889e-06
"541",-250,1600,"f",0.000611025,1.7709571528516e-06,0.0004016625,1.4467143451118e-06
"542",-500,1600,"f",3.1705e-05,4.03934563276653e-07,2.0415e-05,3.24654832198752e-07
"543",-750,1600,"f",1.125e-05,2.40297109397408e-07,7.43e-06,1.95448807928061e-07
"544",-1000,1600,"f",5.78e-06,1.72479809098775e-07,3.875e-06,1.4256450571408e-07
"545",-1250,1600,"f",3.285e-06,1.30677079551083e-07,2.19e-06,1.06300953682222e-07
"546",-1500,1600,"f",2.031333156e-06,1.87577190344174e-08,1.3124992995e-06,1.49732325452438e-08
"547",0,1650,"f",0.007762,6.29622987888748e-06,0.00537713,5.28111809049411e-06
"548",-250,1650,"f",0.000644245,1.81678398398007e-06,0.000423885,1.48609033452864e-06
"549",-500,1650,"f",3.3455e-05,4.15197633437981e-07,2.136e-05,3.33524597827881e-07
"550",-750,1650,"f",1.18e-05,2.46891658580743e-07,7.685e-06,1.98564293419033e-07
"551",-1000,1650,"f",6.165e-06,1.78941068132081e-07,4.08e-06,1.45432214469491e-07
"552",-1250,1650,"f",3.55e-06,1.35830098857911e-07,2.275e-06,1.07586351467089e-07
"553",-1500,1650,"f",2.152666676e-06,1.93171327979054e-08,1.383666794e-06,1.53872879767514e-08
"554",0,1700,"f",0.00799903,6.40904617897882e-06,0.005550535,5.38746496637827e-06
"555",-250,1700,"f",0.000676660000000001,1.86161826978667e-06,0.000446925,1.52782873284757e-06
"556",-500,1700,"f",3.5155e-05,4.25375880467499e-07,2.2505e-05,3.43040624593502e-07
"557",-750,1700,"f",1.196e-05,2.48684425856345e-07,7.85000000000001e-06,2.01123994315696e-07
"558",-1000,1700,"f",6.58e-06,1.85063741930314e-07,4.325e-06,1.49582960680687e-07
"559",-1250,1700,"f",3.495e-06,1.34443286309693e-07,2.275e-06,1.07820469502549e-07
"560",-1500,1700,"f",2.210166992e-06,1.95716074940331e-08,1.4349991425e-06,1.57108834833568e-08
"561",0,1750,"f",0.00822216500000001,6.47302316155336e-06,0.00571554,5.4582461298057e-06
"562",-250,1750,"f",0.000708265,1.90456936022687e-06,0.0004683625,1.56417986672731e-06
